ID,story,V_EWE,A_EWE
11819,red_shoe,0.328,0.862
11820,red_shoe,0.328,0.862
11821,red_shoe,0.089,0.862
11822,red_shoe,0.352,0.372
11823,red_shoe,0.352,0.372
11824,red_shoe,0.195,0.411
11825,red_shoe,0.195,0.411
11826,red_shoe,0.469,0.184
11827,red_shoe,0.352,0.372
11828,red_shoe,0.089,0.862
11829,red_shoe,0.089,0.862
11830,red_shoe,0.203,0.617
11831,red_shoe,0.32,0.853
11832,red_shoe,0.073,0.841
11833,red_shoe,0.073,0.841
11834,red_shoe,0.073,0.841
11835,red_shoe,0.081,0.85
11836,red_shoe,0.23,0.605
11837,red_shoe,0.081,0.85
11838,red_shoe,0.081,0.85
11839,red_shoe,0.11,0.836
11840,red_shoe,0.102,0.827
11841,red_shoe,0.132,0.834
11842,red_shoe,0.073,0.841
11843,red_shoe,0.198,0.662
11844,red_shoe,0.352,0.372
11845,red_shoe,0.073,0.644
11846,red_shoe,0.203,0.617
11847,red_shoe,0.195,0.411
11848,red_shoe,0.352,0.372
11849,red_shoe,0.352,0.372
11850,red_shoe,0.352,0.372
11851,red_shoe,0.469,0.184
11852,red_shoe,0.081,0.85
11853,red_shoe,0.23,0.605
11854,red_shoe,0.352,0.372
11855,red_shoe,0.805,0.582
11856,red_shoe,0.469,0.184
11857,red_shoe,0.073,0.841
11858,red_shoe,0.052,0.288
11859,red_shoe,0.352,0.372
11860,red_shoe,0.203,0.617
11861,red_shoe,0.073,0.841
11862,red_shoe,0.347,0.417
11863,red_shoe,0.469,0.184
11864,red_shoe,0.469,0.184
11865,red_shoe,0.469,0.184
11866,red_shoe,0.469,0.184
11867,red_shoe,0.469,0.184
11868,red_shoe,0.052,0.288
11869,red_shoe,0.052,0.288
11870,red_shoe,0.052,0.288
11871,red_shoe,0.352,0.372
11872,red_shoe,0.805,0.582
11873,red_shoe,0.805,0.582
11874,red_shoe,0.959,0.731
11875,red_shoe,0.959,0.731
11876,red_shoe,0.805,0.582
11877,red_shoe,0.805,0.582
11878,red_shoe,0.694,0.782
11879,red_shoe,0.62,0.378
11880,li_elder,0.469,0.184
11881,li_elder,0.469,0.184
11882,li_elder,0.469,0.184
11883,li_elder,0.792,0.538
11884,li_elder,0.469,0.184
11885,li_elder,0.96,0.732
11886,li_elder,0.469,0.184
11887,li_elder,0.469,0.184
11888,li_elder,0.469,0.184
11889,li_elder,0.469,0.184
11890,li_elder,0.469,0.184
11891,li_elder,0.469,0.184
11892,li_elder,0.469,0.184
11893,li_elder,0.469,0.184
11894,li_elder,0.469,0.184
11895,li_elder,0.469,0.184
11896,li_elder,0.469,0.184
11897,li_elder,0.634,0.367
11898,li_elder,0.469,0.184
11899,li_elder,0.637,0.378
11900,li_elder,0.627,0.355
11901,li_elder,0.96,0.732
11902,li_elder,0.773,0.611
11903,li_elder,0.469,0.184
11904,li_elder,0.469,0.184
11905,li_elder,0.469,0.184
11906,li_elder,0.469,0.184
11907,li_elder,0.634,0.367
11908,li_elder,0.96,0.732
11909,li_elder,0.802,0.561
11910,li_elder,0.96,0.732
11911,li_elder,0.627,0.355
11912,li_elder,0.627,0.355
11913,li_elder,0.486,0.39
11914,li_elder,0.194,0.251
11915,li_elder,0.194,0.251
11916,li_elder,0.194,0.251
11917,li_elder,0.194,0.251
11918,li_elder,0.469,0.184
11919,li_elder,0.469,0.184
11920,li_elder,0.96,0.732
11921,li_elder,0.96,0.732
11922,li_elder,0.795,0.549
11923,li_elder,0.627,0.355
11924,li_elder,0.795,0.549
11925,li_elder,0.96,0.732
11926,li_elder,0.802,0.561
11927,li_elder,0.96,0.732
11928,li_elder,0.96,0.732
11929,li_elder,0.96,0.732
11930,li_elder,0.96,0.732
11931,li_elder,0.96,0.732
11932,li_elder,0.802,0.561
11933,li_elder,0.96,0.732
11934,li_elder,0.96,0.732
11935,li_elder,0.96,0.732
11936,li_elder,0.637,0.378
11937,li_elder,0.469,0.184
11938,li_elder,0.469,0.184
11939,li_elder,0.469,0.184
11940,li_elder,0.469,0.184
11941,li_elder,0.96,0.732
11942,li_elder,0.96,0.732
11943,li_elder,0.96,0.732
11944,li_elder,0.96,0.732
11945,li_elder,0.634,0.367
11946,li_elder,0.634,0.367
11947,li_elder,0.634,0.367
11948,li_elder,0.96,0.732
11949,li_elder,0.96,0.732
11950,li_elder,0.469,0.184
11951,li_elder,0.469,0.184
11952,li_elder,0.627,0.355
11953,li_elder,0.469,0.184
11954,li_elder,0.469,0.184
11955,li_elder,0.627,0.355
11956,li_elder,0.792,0.538
11957,li_elder,0.792,0.538
11958,li_elder,0.469,0.184
11959,li_elder,0.469,0.184
11960,li_elder,0.795,0.549
11961,li_elder,0.627,0.355
11962,li_elder,0.795,0.549
11963,li_elder,0.795,0.549
11964,li_elder,0.96,0.732
11965,li_elder,0.802,0.561
11966,li_elder,0.469,0.184
11967,li_elder,0.469,0.184
11968,li_elder,0.792,0.538
11969,li_elder,0.795,0.549
11970,li_elder,0.792,0.538
11971,li_elder,0.469,0.184
11972,li_elder,0.469,0.184
11973,li_elder,0.96,0.732
11974,li_elder,0.96,0.732
11975,li_elder,0.469,0.184
11976,li_elder,0.469,0.184
11977,li_elder,0.792,0.538
11978,li_elder,0.96,0.732
11979,li_elder,0.96,0.732
11980,li_elder,0.627,0.355
11981,li_elder,0.469,0.184
11982,li_elder,0.469,0.184
11983,li_elder,0.627,0.355
11984,li_elder,0.795,0.549
11985,li_elder,0.469,0.184
11986,li_elder,0.634,0.367
11987,li_elder,0.96,0.732
11988,li_elder,0.96,0.732
11989,li_elder,0.96,0.732
11990,li_elder,0.96,0.732
11991,li_elder,0.802,0.561
11992,li_elder,0.802,0.561
11993,li_elder,0.469,0.184
11994,li_elder,0.469,0.184
11995,li_elder,0.469,0.184
11996,li_elder,0.469,0.184
11997,li_elder,0.469,0.184
11998,li_elder,0.792,0.538
11999,li_elder,0.634,0.367
12000,li_elder,0.802,0.561
12001,li_elder,0.469,0.184
12002,li_elder,0.96,0.732
12003,li_elder,0.96,0.732
12004,li_elder,0.96,0.732
12005,li_elder,0.469,0.184
12006,li_elder,0.469,0.184
12007,li_elder,0.469,0.184
12008,li_elder,0.469,0.184
12009,grandmot,0.85,0.617
12010,grandmot,0.681,0.443
12011,grandmot,0.85,0.617
12012,grandmot,0.681,0.443
12013,grandmot,0.791,0.558
12014,grandmot,0.47,0.184
12015,grandmot,0.47,0.184
12016,grandmot,0.96,0.732
12017,grandmot,0.96,0.732
12018,grandmot,0.146,0.266
12019,grandmot,0.146,0.266
12020,grandmot,0.146,0.266
12021,grandmot,0.146,0.266
12022,grandmot,0.537,0.476
12023,grandmot,0.791,0.558
12024,grandmot,0.647,0.591
12025,grandmot,0.791,0.558
12026,grandmot,0.47,0.184
12027,grandmot,0.326,0.217
12028,grandmot,0.58,0.299
12029,grandmot,0.58,0.299
12030,grandmot,0.47,0.184
12031,grandmot,0.47,0.184
12032,grandmot,0.47,0.184
12033,grandmot,0.681,0.443
12034,grandmot,0.47,0.184
12035,grandmot,0.146,0.266
12036,grandmot,0.85,0.617
12037,grandmot,0.85,0.617
12038,grandmot,0.681,0.443
12039,the_wind,0.469,0.183
12040,the_wind,0.469,0.183
12041,the_wind,0.469,0.183
12042,the_wind,0.469,0.183
12043,the_wind,0.469,0.183
12044,the_wind,0.327,0.387
12045,the_wind,0.469,0.183
12046,the_wind,0.469,0.183
12047,the_wind,0.469,0.183
12048,the_wind,0.469,0.183
12049,the_wind,0.469,0.183
12050,the_wind,0.469,0.183
12051,the_wind,0.469,0.183
12052,the_wind,0.469,0.183
12053,the_wind,0.469,0.183
12054,the_wind,0.469,0.183
12055,the_wind,0.469,0.183
12056,the_wind,0.469,0.183
12057,the_wind,0.469,0.183
12058,the_wind,0.203,0.573
12059,the_wind,0.21,0.596
12060,the_wind,0.345,0.369
12061,the_wind,0.469,0.183
12062,the_wind,0.469,0.183
12063,the_wind,0.345,0.369
12064,the_wind,0.628,0.395
12065,the_wind,0.345,0.369
12066,the_wind,0.469,0.183
12067,the_wind,0.792,0.543
12068,the_wind,0.469,0.183
12069,the_wind,0.637,0.373
12070,the_wind,0.469,0.183
12071,the_wind,0.469,0.183
12072,the_wind,0.469,0.183
12073,the_wind,0.637,0.373
12074,the_wind,0.792,0.543
12075,the_wind,0.469,0.183
12076,the_wind,0.327,0.219
12077,the_wind,0.192,0.259
12078,the_wind,0.194,0.251
12079,the_wind,0.052,0.287
12080,the_wind,0.469,0.183
12081,the_wind,0.469,0.183
12082,the_wind,0.469,0.183
12083,the_wind,0.233,0.593
12084,the_wind,0.105,0.669
12085,the_wind,0.348,0.45
12086,the_wind,0.112,0.86
12087,the_wind,0.469,0.183
12088,the_wind,0.245,0.685
12089,the_wind,0.052,0.287
12090,the_wind,0.329,0.211
12091,the_wind,0.469,0.183
12092,the_wind,0.628,0.395
12093,the_wind,0.469,0.183
12094,the_wind,0.469,0.183
12095,the_wind,0.345,0.369
12096,the_wind,0.192,0.259
12097,the_wind,0.469,0.183
12098,the_wind,0.469,0.183
12099,the_wind,0.469,0.183
12100,the_wind,0.469,0.183
12101,the_wind,0.345,0.369
12102,the_wind,0.187,0.247
12103,the_wind,0.329,0.211
12104,the_wind,0.231,0.647
12105,the_wind,0.469,0.183
12106,the_wind,0.469,0.183
12107,the_wind,0.469,0.183
12108,the_wind,0.469,0.183
12109,the_wind,0.327,0.219
12110,the_wind,0.469,0.183
12111,the_wind,0.469,0.183
12112,the_wind,0.469,0.183
12113,the_wind,0.469,0.183
12114,the_wind,0.469,0.183
12115,the_wind,0.469,0.183
12116,the_wind,0.469,0.183
12117,the_wind,0.469,0.183
12118,the_wind,0.469,0.183
12119,the_wind,0.469,0.183
12120,the_wind,0.469,0.183
12121,the_wind,0.469,0.183
12122,the_wind,0.469,0.183
12123,the_wind,0.469,0.183
12124,the_wind,0.469,0.183
12125,the_wind,0.469,0.183
12126,the_wind,0.469,0.183
12127,the_wind,0.469,0.183
12128,the_wind,0.469,0.183
12129,the_wind,0.469,0.183
12130,the_wind,0.192,0.448
12131,the_wind,0.068,0.634
12132,the_wind,0.203,0.405
12133,the_wind,0.203,0.405
12134,the_wind,0.203,0.405
12135,the_wind,0.203,0.405
12136,the_wind,0.068,0.445
12137,the_wind,0.21,0.409
12138,the_wind,0.192,0.448
12139,the_wind,0.334,0.223
12140,the_wind,0.068,0.445
12141,the_wind,0.068,0.445
12142,the_wind,0.068,0.445
12143,the_wind,0.203,0.405
12144,the_wind,0.21,0.409
12145,the_wind,0.194,0.251
12146,the_wind,0.052,0.287
12147,the_wind,0.334,0.223
12148,the_wind,0.469,0.183
12149,the_wind,0.345,0.369
12150,the_wind,0.329,0.211
12151,the_wind,0.329,0.211
12152,the_wind,0.052,0.287
12153,the_wind,0.052,0.287
12154,the_wind,0.052,0.476
12155,the_wind,0.052,0.476
12156,the_wind,0.469,0.183
12157,the_wind,0.469,0.183
12158,the_wind,0.345,0.369
12159,the_wind,0.345,0.369
12160,the_wind,0.345,0.369
12161,the_wind,0.469,0.183
12162,the_wind,0.469,0.183
12163,the_wind,0.469,0.183
12164,the_wind,0.96,0.733
12165,the_wind,0.504,0.581
12166,the_wind,0.329,0.211
12167,the_wind,0.329,0.211
12168,the_wind,0.368,0.366
12169,the_wind,0.904,0.826
12170,the_wind,0.932,0.788
12171,the_wind,0.764,0.598
12172,the_wind,0.469,0.183
12173,the_wind,0.637,0.373
12174,the_wind,0.932,0.788
12175,the_wind,0.334,0.672
12176,the_wind,0.066,0.514
12177,the_wind,0.469,0.183
12178,the_wind,0.469,0.183
12179,the_wind,0.345,0.369
12180,the_wind,0.345,0.369
12181,the_wind,0.052,0.287
12182,the_wind,0.469,0.183
12183,the_wind,0.068,0.445
12184,the_wind,0.345,0.369
12185,the_wind,0.469,0.183
12186,the_wind,0.21,0.409
12187,the_wind,0.068,0.445
12188,the_wind,0.329,0.211
12189,the_wind,0.334,0.223
12190,the_wind,0.334,0.223
12191,the_wind,0.192,0.259
12192,the_wind,0.192,0.259
12193,the_wind,0.194,0.251
12194,the_wind,0.194,0.251
12195,the_wind,0.052,0.287
12196,the_wind,0.052,0.287
12197,the_wind,0.052,0.287
12198,the_wind,0.187,0.247
12199,the_wind,0.052,0.287
12200,the_wind,0.194,0.251
12201,the_wind,0.091,0.486
12202,the_wind,0.192,0.259
12203,the_wind,0.334,0.223
12204,the_wind,0.469,0.183
12205,the_wind,0.469,0.183
12206,the_wind,0.469,0.183
12207,the_wind,0.469,0.183
12208,the_wind,0.469,0.183
12209,the_wind,0.469,0.183
12210,the_wind,0.469,0.183
12211,the_wind,0.469,0.183
12212,the_wind,0.469,0.183
12213,the_wind,0.469,0.183
12214,the_wind,0.469,0.183
12215,the_wind,0.469,0.183
12216,the_wind,0.469,0.183
12217,the_wind,0.469,0.183
12218,the_wind,0.469,0.183
12219,the_wind,0.469,0.183
12220,the_wind,0.469,0.183
12221,the_wind,0.469,0.183
12222,the_wind,0.605,0.369
12223,the_wind,0.327,0.219
12224,the_wind,0.192,0.259
12225,the_wind,0.052,0.287
12226,the_wind,0.052,0.287
12227,the_wind,0.187,0.247
12228,the_wind,0.052,0.287
12229,the_wind,0.052,0.287
12230,the_wind,0.194,0.251
12231,the_wind,0.187,0.247
12232,the_wind,0.469,0.183
12233,the_wind,0.469,0.183
12234,the_wind,0.605,0.369
12235,the_wind,0.327,0.219
12236,the_wind,0.469,0.183
12237,the_wind,0.637,0.373
12238,the_wind,0.327,0.219
12239,the_wind,0.194,0.251
12240,the_wind,0.187,0.247
12241,the_wind,0.187,0.247
12242,the_wind,0.187,0.247
12243,the_wind,0.187,0.247
12244,the_wind,0.187,0.247
12245,the_wind,0.187,0.247
12246,the_wind,0.329,0.211
12247,goblin,0.469,0.183
12248,goblin,0.469,0.183
12249,goblin,0.469,0.183
12250,goblin,0.469,0.183
12251,goblin,0.469,0.183
12252,goblin,0.469,0.183
12253,goblin,0.3,0.223
12254,goblin,0.391,0.361
12255,goblin,0.669,0.39
12256,goblin,0.469,0.183
12257,goblin,0.547,0.614
12258,goblin,0.78,0.768
12259,goblin,0.167,0.865
12260,goblin,0.391,0.361
12261,goblin,0.469,0.183
12262,goblin,0.469,0.183
12263,goblin,0.469,0.183
12264,goblin,0.469,0.183
12265,goblin,0.469,0.183
12266,goblin,0.625,0.436
12267,goblin,0.469,0.183
12268,goblin,0.469,0.183
12269,goblin,0.469,0.183
12270,goblin,0.825,0.643
12271,goblin,0.825,0.643
12272,goblin,0.825,0.643
12273,goblin,0.825,0.643
12274,goblin,0.927,0.784
12275,goblin,0.469,0.183
12276,goblin,0.658,0.383
12277,goblin,0.858,0.59
12278,goblin,0.858,0.59
12279,goblin,0.079,0.654
12280,goblin,0.469,0.183
12281,goblin,0.469,0.183
12282,goblin,0.858,0.59
12283,goblin,0.771,0.617
12284,goblin,0.489,0.423
12285,goblin,0.469,0.183
12286,goblin,0.469,0.183
12287,goblin,0.469,0.183
12288,goblin,0.658,0.383
12289,goblin,0.166,0.684
12290,goblin,0.166,0.684
12291,goblin,0.073,0.84
12292,goblin,0.083,0.853
12293,goblin,0.083,0.853
12294,goblin,0.083,0.853
12295,goblin,0.226,0.6
12296,goblin,0.469,0.183
12297,goblin,0.469,0.183
12298,goblin,0.469,0.183
12299,goblin,0.3,0.223
12300,goblin,0.469,0.183
12301,goblin,0.469,0.183
12302,shirtcol,0.468,0.185
12303,shirtcol,0.468,0.185
12304,shirtcol,0.941,0.776
12305,shirtcol,0.557,0.398
12306,shirtcol,0.338,0.432
12307,shirtcol,0.468,0.185
12308,shirtcol,0.212,0.624
12309,shirtcol,0.468,0.185
12310,shirtcol,0.852,0.563
12311,shirtcol,0.126,0.836
12312,shirtcol,0.575,0.354
12313,shirtcol,0.167,0.866
12314,shirtcol,0.787,0.552
12315,shirtcol,0.468,0.185
12316,shirtcol,0.066,0.818
12317,shirtcol,0.272,0.642
12318,shirtcol,0.468,0.185
12319,shirtcol,0.468,0.185
12320,shirtcol,0.575,0.354
12321,shirtcol,0.575,0.354
12322,shirtcol,0.259,0.785
12323,shirtcol,0.259,0.785
12324,shirtcol,0.468,0.185
12325,shirtcol,0.076,0.803
12326,shirtcol,0.076,0.803
12327,shirtcol,0.468,0.185
12328,shirtcol,0.852,0.563
12329,shirtcol,0.852,0.563
12330,shirtcol,0.468,0.185
12331,shirtcol,0.468,0.185
12332,shirtcol,0.377,0.217
12333,shirtcol,0.167,0.866
12334,shirtcol,0.468,0.185
12335,shirtcol,0.468,0.185
12336,shirtcol,0.468,0.185
12337,shirtcol,0.067,0.481
12338,shirtcol,0.197,0.254
12339,shirtcol,0.377,0.217
12340,shirtcol,0.288,0.399
12341,shirtcol,0.468,0.185
12342,shirtcol,0.468,0.185
12343,shirtcol,0.468,0.185
12344,shirtcol,0.468,0.185
12345,shirtcol,0.468,0.185
12346,shirtcol,0.468,0.185
12347,shirtcol,0.468,0.185
12348,shirtcol,0.468,0.185
12349,shirtcol,0.197,0.254
12350,shirtcol,0.197,0.254
12351,shirtcol,0.377,0.217
12352,shirtcol,0.377,0.217
12353,shirtcol,0.377,0.217
12354,shirtcol,0.468,0.185
12355,shirtcol,0.468,0.185
12356,bishop_b,0.47,0.184
12357,bishop_b,0.47,0.184
12358,bishop_b,0.47,0.184
12359,bishop_b,0.47,0.184
12360,bishop_b,0.47,0.184
12361,bishop_b,0.47,0.184
12362,bishop_b,0.47,0.184
12363,bishop_b,0.47,0.184
12364,bishop_b,0.47,0.184
12365,bishop_b,0.47,0.184
12366,bishop_b,0.209,0.633
12367,bishop_b,0.201,0.621
12368,bishop_b,0.334,0.404
12369,bishop_b,0.081,0.851
12370,bishop_b,0.47,0.184
12371,bishop_b,0.47,0.184
12372,bishop_b,0.47,0.184
12373,bishop_b,0.47,0.184
12374,bishop_b,0.47,0.184
12375,bishop_b,0.47,0.184
12376,bishop_b,0.47,0.184
12377,bishop_b,0.47,0.184
12378,bishop_b,0.47,0.184
12379,bishop_b,0.47,0.184
12380,bishop_b,0.201,0.45
12381,bishop_b,0.201,0.45
12382,bishop_b,0.195,0.577
12383,bishop_b,0.47,0.184
12384,bishop_b,0.47,0.184
12385,bishop_b,0.47,0.184
12386,bishop_b,0.47,0.184
12387,bishop_b,0.47,0.184
12388,bishop_b,0.47,0.184
12389,bishop_b,0.47,0.184
12390,bishop_b,0.13,0.835
12391,bishop_b,0.13,0.835
12392,bishop_b,0.106,0.839
12393,bishop_b,0.067,0.647
12394,bishop_b,0.47,0.184
12395,bishop_b,0.47,0.184
12396,bishop_b,0.167,0.865
12397,bishop_b,0.167,0.865
12398,bishop_b,0.47,0.184
12399,bishop_b,0.47,0.184
12400,bishop_b,0.47,0.184
12401,bishop_b,0.337,0.401
12402,bishop_b,0.337,0.401
12403,bishop_b,0.47,0.184
12404,bishop_b,0.47,0.184
12405,bishop_b,0.47,0.184
12406,bishop_b,0.47,0.184
12407,bishop_b,0.336,0.219
12408,bishop_b,0.904,0.828
12409,bishop_b,0.96,0.733
12410,bishop_b,0.933,0.78
12411,bishop_b,0.47,0.184
12412,bishop_b,0.47,0.184
12413,bishop_b,0.47,0.184
12414,bishop_b,0.47,0.184
12415,bishop_b,0.47,0.184
12416,bishop_b,0.47,0.184
12417,bishop_b,0.234,0.607
12418,bishop_b,0.106,0.839
12419,bishop_b,0.47,0.184
12420,bishop_b,0.47,0.184
12421,bishop_b,0.47,0.184
12422,bishop_b,0.47,0.184
12423,bishop_b,0.271,0.637
12424,bishop_b,0.167,0.865
12425,bishop_b,0.47,0.184
12426,bishop_b,0.47,0.184
12427,bishop_b,0.47,0.184
12428,bishop_b,0.47,0.184
12429,bishop_b,0.47,0.184
12430,bishop_b,0.47,0.184
12431,bishop_b,0.47,0.184
12432,bishop_b,0.47,0.184
12433,bishop_b,0.337,0.401
12434,bishop_b,0.337,0.401
12435,bishop_b,0.201,0.621
12436,bishop_b,0.334,0.404
12437,bishop_b,0.334,0.404
12438,bishop_b,0.334,0.404
12439,bishop_b,0.47,0.184
12440,bishop_b,0.47,0.184
12441,bishop_b,0.47,0.184
12442,bishop_b,0.47,0.184
12443,bishop_b,0.47,0.184
12444,bishop_b,0.47,0.184
12445,bishop_b,0.47,0.184
12446,bishop_b,0.47,0.184
12447,bishop_b,0.47,0.184
12448,bishop_b,0.47,0.184
12449,bishop_b,0.47,0.184
12450,bishop_b,0.47,0.184
12451,bishop_b,0.47,0.184
12452,bishop_b,0.334,0.404
12453,bishop_b,0.334,0.404
12454,bishop_b,0.774,0.598
12455,bishop_b,0.24,0.642
12456,bishop_b,0.264,0.638
12457,bishop_b,0.089,0.863
12458,bishop_b,0.222,0.646
12459,bishop_b,0.342,0.416
12460,bishop_b,0.387,0.828
12461,bishop_b,0.499,0.599
12462,bishop_b,0.222,0.646
12463,bishop_b,0.342,0.416
12464,bishop_b,0.222,0.646
12465,bishop_b,0.222,0.646
12466,bishop_b,0.47,0.184
12467,bishop_b,0.342,0.416
12468,bishop_b,0.201,0.621
12469,bishop_b,0.201,0.621
12470,bishop_b,0.201,0.621
12471,bishop_b,0.201,0.621
12472,bishop_b,0.135,0.857
12473,bishop_b,0.135,0.857
12474,bishop_b,0.337,0.401
12475,bishop_b,0.337,0.401
12476,bishop_b,0.337,0.401
12477,bishop_b,0.201,0.621
12478,bishop_b,0.47,0.184
12479,bishop_b,0.47,0.184
12480,bishop_b,0.47,0.184
12481,bishop_b,0.47,0.184
12482,bishop_b,0.47,0.184
12483,bishop_b,0.47,0.184
12484,bishop_b,0.96,0.733
12485,bishop_b,0.96,0.733
12486,bishop_b,0.96,0.733
12487,bishop_b,0.96,0.733
12488,bishop_b,0.96,0.733
12489,bishop_b,0.96,0.733
12490,bishop_b,0.96,0.733
12491,bishop_b,0.96,0.733
12492,wicked_p,0.081,0.853
12493,wicked_p,0.081,0.853
12494,wicked_p,0.223,0.615
12495,wicked_p,0.081,0.853
12496,wicked_p,0.341,0.369
12497,wicked_p,0.932,0.783
12498,wicked_p,0.185,0.25
12499,wicked_p,0.932,0.783
12500,wicked_p,0.469,0.184
12501,wicked_p,0.469,0.184
12502,wicked_p,0.469,0.184
12503,wicked_p,0.351,0.43
12504,wicked_p,0.337,0.221
12505,wicked_p,0.239,0.586
12506,wicked_p,0.469,0.184
12507,wicked_p,0.229,0.641
12508,wicked_p,0.469,0.184
12509,wicked_p,0.469,0.184
12510,wicked_p,0.469,0.184
12511,wicked_p,0.469,0.184
12512,wicked_p,0.469,0.184
12513,wicked_p,0.373,0.426
12514,wicked_p,0.209,0.668
12515,wicked_p,0.209,0.668
12516,wicked_p,0.265,0.673
12517,wicked_p,0.265,0.673
12518,wicked_p,0.469,0.184
12519,wicked_p,0.469,0.184
12520,wicked_p,0.469,0.184
12521,wicked_p,0.167,0.865
12522,wicked_p,0.373,0.426
12523,wicked_p,0.469,0.184
12524,wicked_p,0.351,0.43
12525,wicked_p,0.167,0.865
12526,nursery,0.469,0.184
12527,nursery,0.802,0.583
12528,nursery,0.186,0.26
12529,nursery,0.642,0.386
12530,nursery,0.469,0.184
12531,nursery,0.469,0.184
12532,nursery,0.469,0.184
12533,nursery,0.469,0.184
12534,nursery,0.469,0.184
12535,nursery,0.469,0.184
12536,nursery,0.469,0.184
12537,nursery,0.469,0.184
12538,nursery,0.642,0.386
12539,nursery,0.469,0.184
12540,nursery,0.469,0.184
12541,nursery,0.469,0.184
12542,nursery,0.469,0.184
12543,nursery,0.469,0.184
12544,nursery,0.469,0.184
12545,nursery,0.469,0.184
12546,nursery,0.629,0.381
12547,nursery,0.469,0.184
12548,nursery,0.469,0.184
12549,nursery,0.469,0.184
12550,nursery,0.629,0.381
12551,nursery,0.469,0.184
12552,nursery,0.469,0.184
12553,nursery,0.321,0.402
12554,nursery,0.469,0.184
12555,nursery,0.469,0.184
12556,nursery,0.469,0.184
12557,nursery,0.469,0.184
12558,nursery,0.469,0.184
12559,nursery,0.469,0.184
12560,nursery,0.469,0.184
12561,nursery,0.469,0.184
12562,nursery,0.469,0.184
12563,nursery,0.469,0.184
12564,nursery,0.469,0.184
12565,nursery,0.469,0.184
12566,nursery,0.469,0.184
12567,nursery,0.469,0.184
12568,nursery,0.469,0.184
12569,nursery,0.469,0.184
12570,nursery,0.167,0.866
12571,nursery,0.362,0.436
12572,nursery,0.264,0.681
12573,nursery,0.264,0.681
12574,nursery,0.264,0.681
12575,nursery,0.362,0.436
12576,nursery,0.469,0.184
12577,nursery,0.264,0.681
12578,nursery,0.264,0.681
12579,nursery,0.469,0.184
12580,nursery,0.469,0.184
12581,nursery,0.627,0.333
12582,nursery,0.627,0.333
12583,nursery,0.787,0.53
12584,nursery,0.362,0.436
12585,nursery,0.469,0.184
12586,nursery,0.469,0.184
12587,nursery,0.469,0.184
12588,nursery,0.469,0.184
12589,nursery,0.96,0.732
12590,nursery,0.469,0.184
12591,nursery,0.052,0.463
12592,nursery,0.321,0.402
12593,nursery,0.629,0.381
12594,nursery,0.145,0.87
12595,nursery,0.802,0.583
12596,nursery,0.469,0.184
12597,nursery,0.469,0.184
12598,nursery,0.469,0.184
12599,nursery,0.469,0.184
12600,nursery,0.469,0.184
12601,nursery,0.469,0.184
12602,nursery,0.629,0.381
12603,nursery,0.469,0.184
12604,nursery,0.469,0.184
12605,nursery,0.469,0.184
12606,nursery,0.469,0.184
12607,nursery,0.469,0.184
12608,nursery,0.335,0.344
12609,nursery,0.469,0.184
12610,nursery,0.96,0.732
12611,nursery,0.349,0.433
12612,nursery,0.469,0.184
12613,nursery,0.96,0.732
12614,nursery,0.469,0.184
12615,nursery,0.228,0.464
12616,nursery,0.093,0.677
12617,nursery,0.13,0.709
12618,nursery,0.469,0.184
12619,nursery,0.469,0.184
12620,nursery,0.469,0.184
12621,nursery,0.469,0.184
12622,nursery,0.469,0.184
12623,nursery,0.469,0.184
12624,nursery,0.627,0.333
12625,nursery,0.96,0.732
12626,nursery,0.8,0.535
12627,nursery,0.8,0.535
12628,nursery,0.787,0.53
12629,nursery,0.627,0.333
12630,nursery,0.8,0.535
12631,nursery,0.96,0.732
12632,nursery,0.8,0.535
12633,bell,0.469,0.185
12634,bell,0.469,0.185
12635,bell,0.469,0.185
12636,bell,0.469,0.185
12637,bell,0.469,0.185
12638,bell,0.637,0.377
12639,bell,0.469,0.185
12640,bell,0.469,0.185
12641,bell,0.469,0.185
12642,bell,0.637,0.377
12643,bell,0.469,0.185
12644,bell,0.637,0.377
12645,bell,0.469,0.185
12646,bell,0.469,0.185
12647,bell,0.469,0.185
12648,bell,0.469,0.185
12649,bell,0.469,0.185
12650,bell,0.469,0.185
12651,bell,0.96,0.732
12652,bell,0.8,0.548
12653,bell,0.632,0.356
12654,bell,0.629,0.369
12655,bell,0.469,0.185
12656,bell,0.469,0.185
12657,bell,0.469,0.185
12658,bell,0.96,0.732
12659,bell,0.469,0.185
12660,bell,0.225,0.633
12661,bell,0.604,0.401
12662,bell,0.469,0.185
12663,bell,0.629,0.369
12664,bell,0.96,0.732
12665,bell,0.469,0.185
12666,bell,0.469,0.185
12667,bell,0.469,0.185
12668,bell,0.632,0.356
12669,bell,0.469,0.185
12670,bell,0.469,0.185
12671,bell,0.469,0.185
12672,bell,0.469,0.185
12673,bell,0.469,0.185
12674,bell,0.637,0.377
12675,bell,0.77,0.609
12676,bell,0.602,0.417
12677,bell,0.602,0.417
12678,bell,0.629,0.369
12679,bell,0.629,0.369
12680,bell,0.469,0.185
12681,bell,0.333,0.22
12682,bell,0.469,0.185
12683,bell,0.632,0.356
12684,bell,0.205,0.624
12685,bell,0.365,0.424
12686,bell,0.244,0.656
12687,bell,0.244,0.656
12688,bell,0.96,0.732
12689,bell,0.96,0.732
12690,bell,0.96,0.732
12691,bell,0.629,0.369
